,item_id,vertical,category,domain,score
162,570090905,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_HAND_PLANERS,0.9544
163,908756233,CE,MOBILE,MLC-CELLPHONES,0.978
164,490259520,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_DECOR,0.9542
165,636931057,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.9778
166,616429489,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_CIRCULAR_SAWS,0.9532
167,919807425,CE,ELECTRONICS,MLC-VACUUM_CLEANERS,0.9772
168,522922294,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-MITER_SAWS,0.953
169,622127102,CE,MOBILE,MLC-CELLPHONES,0.9766
170,519983045,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.9528
171,608861553,CE,ELECTRONICS,MLC-AIR_CONDITIONERS,0.9764
172,532597401,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PLUNGE_ROUTERS,0.9522
173,609483463,CE,ELECTRONICS,MLC-TELEVISIONS,0.9762
174,475449608,HOME & INDUSTRY,HOME&DECOR,MLC-POOL_FILTERS,0.9520000000000001
175,519319654,CE,ELECTRONICS,MLC-VACUUM_CLEANERS,0.9758
176,531221084,ACC,AUTOPARTS,MLC-VEHICLE_MULTIMEDIA_SYSTEMS,0.9514
177,916392152,CE,MOBILE,MLC-CELLPHONES,0.975
178,567115640,ACC,AUTOPARTS,MLC-VEHICLE_MULTIMEDIA_SYSTEMS,0.9512
179,642946841,CE,MOBILE,MLC-CELLPHONES,0.9748
180,622081441,APP & SPORTS,SPORTS,MLC-AEROBIC_CRUNCH_MACHINES,0.951
181,636459508,CE,MOBILE,MLC-CELLPHONES,0.9744
182,496569335,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.9506
183,907864483,CE,MOBILE,MLC-CELLPHONES,0.9742
184,584169295,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.9484
185,616458776,CE,ELECTRONICS,MLC-ROBOT_VACUUMS,0.9738
186,639386169,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-PERMANENT_EPILATORS,0.9476
187,639966502,CE,MOBILE,MLC-CELLPHONES,0.973
188,549180044,ACC,AUTOPARTS,MLC-CAR_SEAT_COVERS,0.9474
189,634837028,CE,ELECTRONICS,MLC-ROBOT_VACUUMS,0.9728
190,455498101,BEAUTY & HEALTH,PERSONAL CARE,MLC-TEETH_WHITENING_STRIPS,0.9472
191,632389372,CE,COMPUTERS,MLC-ALL_IN_ONE,0.9726
192,925030485,HOME & INDUSTRY,HOME&DECOR,MLC-FRAME_POOLS,0.9468
193,606780080,CE,MOBILE,MLC-CELLPHONES,0.9724
194,586419744,HOME & INDUSTRY,HOME&DECOR,MLC-FLOOD_LIGHTS,0.9466
195,627186454,CE,MOBILE,MLC-CELLPHONES,0.972
196,514985980,HOME & INDUSTRY,INDUSTRY,MLC-EXHIBITOR_REFRIGERATORS,0.9464
197,640439611,CE,MOBILE,MLC-TABLETS,0.9718
198,519394666,HOME & INDUSTRY,HOME&DECOR,MLC-DOOR_AND_WINDOW_AWNINGS_AND_EAVES,0.9462
199,911688626,CE,MOBILE,MLC-CELLPHONES,0.9716
200,503596919,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-WELDING_MACHINES,0.946
201,917141016,CE,MOBILE,MLC-TABLETS,0.9714
202,541433430,ACC,AUTOPARTS,MLC-VEHICLE_MULTIMEDIA_SYSTEMS,0.9456
203,901196885,CE,ELECTRONICS,MLC-ROBOT_VACUUMS,0.9712
204,582645281,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-WELDING_MACHINES,0.9454
205,920411154,CE,MOBILE,MLC-CELLPHONES,0.9698
206,566801583,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-MEDICAL_EQUIPMENT,0.9446
207,611219749,CE,COMPUTERS,MLC-STYLUSES,0.9696
208,566805167,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-BLOOD_GLUCOSE_METERS,0.9444
209,603290119,CE,COMPUTERS,MLC-NOTEBOOKS,0.9694
210,903594322,APP & SPORTS,SPORTS,MLC-GYM_DUMBBELLS,0.9436
211,360039002,CE,COMPUTERS,MLC-NOTEBOOKS,0.9692
212,555027718,HOME & INDUSTRY,INDUSTRY,MLC-EMBROIDERY_DESIGNS,0.943
213,905671078,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.9690000000000001
214,613190328,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.9428
215,475819054,CE,ELECTRONICS,MLC-FREEZERS,0.9686
216,585790783,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_MONITORING_KITS,0.9418
217,614654336,CE,COMPUTERS,MLC-PRINTERS,0.968
218,522395533,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILL_AND_SCREWDRIVER_BITS,0.9416
219,907883061,CE,ELECTRONICS,MLC-TELEVISIONS,0.9676
220,601954502,BEAUTY & HEALTH,PERSONAL CARE,MLC-MANICURE_AND_PEDICURE_SUPPLIES,0.9414
221,590143460,CE,MOBILE,MLC-CELLPHONES,0.9672
222,539883452,BEAUTY & HEALTH,PHARMACEUTICS,MLC-THERMOMETERS,0.9412
223,911661881,CE,COMPUTERS,MLC-NOTEBOOKS,0.9670000000000001
224,625820583,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.9404
225,509787261,CE,ELECTRONICS,MLC-AIR_CONDITIONERS,0.9666
226,594018226,APP & SPORTS,APPAREL,MLC-ONE_PIECE_PAJAMAS,0.9402
227,521460770,CE,ELECTRONICS,MLC-WALKIE_TALKIES,0.9662
228,523992058,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-POWER_GRINDERS,0.9398
229,905151752,CE,COMPUTERS,MLC-NOTEBOOKS,0.966
230,442040991,T & B,TOYS AND GAMES,MLC-INFLATABLE_POOLS,0.9396
231,536933681,CE,COMPUTERS,MLC-NOTEBOOKS,0.9656
232,571306785,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-PORTABLE_ELECTRIC_MASSAGERS,0.9394
233,922978980,CE,MOBILE,MLC-CELLPHONES,0.9648
234,536523107,APP & SPORTS,SPORTS,MLC-GYM_DUMBBELLS,0.9392
235,639383835,CE,MOBILE,MLC-SMARTWATCHES,0.9644
236,511730805,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.9388
237,577990561,CE,MOBILE,MLC-CELLPHONES,0.9640000000000001
238,634804445,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.9386
239,610282062,CE,MOBILE,MLC-CELLPHONES,0.9636
240,571598250,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.9384
241,613522400,CE,MOBILE,MLC-CELLPHONES,0.9632
242,565501744,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-AESTHETIC_TREATMENT_TABLES_AND_CHAIRS,0.9382
243,622447360,CE,ELECTRONICS,MLC-TELEVISIONS,0.963
244,475498815,HOME & INDUSTRY,HOME&DECOR,MLC-POOL_FILTERS,0.9372
245,925556749,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.9626
246,582563561,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_OFFICE_DESKS,0.9368
247,614337442,CE,ELECTRONICS,MLC-SMART_SPEAKERS,0.9624
248,597791959,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILL_AND_SCREWDRIVER_BITS,0.9359999999999999
249,498972393,CE,ELECTRONICS,MLC-WATER_HEATERS,0.9622
250,634744295,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.935
251,616634369,CE,ELECTRONICS,MLC-TELEVISIONS,0.9620000000000001
252,607899297,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.9348
253,591313440,CE,COMPUTERS,MLC-INK_CARTRIDGES,0.9618
254,479833074,BEAUTY & HEALTH,PERSONAL CARE,MLC-SKIN_CARE_SUPPLIES,0.9346
255,900686020,CE,MOBILE,MLC-CELLPHONES,0.961
256,914797076,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_SCREWDRIVERS,0.934
257,609518908,CE,ELECTRONICS,MLC-DEEP_FRYERS,0.9608
258,903985299,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.9338
259,574374644,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.9606
260,434964343,BEAUTY & HEALTH,PHARMACEUTICS,MLC-BLOOD_PRESSURE_MONITORS,0.9336
261,612033150,CE,ELECTRONICS,MLC-TELEVISIONS,0.9602
262,573370558,HOME & INDUSTRY,HOME&DECOR,MLC-MATTRESS_COVERS,0.9334
263,929871908,CE,MOBILE,MLC-CELLPHONES,0.96
264,487835291,T & B,BABY,MLC-BABY_MONITORS,0.9329999999999999
265,908510597,CE,MOBILE,MLC-CELLPHONES,0.9598
266,544739258,APP & SPORTS,APPAREL ACCESORIES,MLC-BACKPACKS,0.9318
267,625094794,CE,MOBILE,MLC-CELLPHONES,0.9594
268,491240796,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-COMBUSTION_BRUSH_CUTTERS_AND_STRING_TRIMMERS,0.9316
269,575658106,CE,ELECTRONICS,MLC-TELEVISIONS,0.9590000000000001
270,520012167,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-MITER_SAWS,0.9309999999999999
271,903576727,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.9588
272,641104174,BEAUTY & HEALTH,PERSONAL CARE,MLC-MANICURE_AND_PEDICURE_SUPPLIES,0.9308
273,606285134,CE,COMPUTERS,MLC-HEADPHONES,0.9586
274,596431117,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.9304
275,473542905,CE,ELECTRONICS,MLC-RANGES,0.9584
276,553215296,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-MASSAGE_EQUIPMENT,0.9302
277,587881948,CE,ELECTRONICS,MLC-DRONES,0.958
278,613555182,BEAUTY & HEALTH,PHARMACEUTICS,MLC-HUMIDIFIERS_AND_VAPORIZERS,0.9298
279,612033149,CE,ELECTRONICS,MLC-TELEVISIONS,0.9578
280,523582389,OTHERS,PET PRODUCTS,MLC-ANIMAL_CLIPPERS,0.9294
281,908743282,CE,MOBILE,MLC-CELLPHONES,0.9576
282,905141421,HOME & INDUSTRY,INDUSTRY,MLC-SEWING_MACHINES,0.9292
283,609167440,CE,COMPUTERS,MLC-HEADPHONES,0.9568
284,605120286,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.9288
285,615911486,CE,MOBILE,MLC-CELLPHONES,0.9566
286,535459029,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-BODYWEIGHT_SCALES,0.9286
287,611219789,CE,MOBILE,MLC-CELLPHONES,0.956
288,900523366,BEAUTY & HEALTH,PHARMACEUTICS,MLC-HEARING_AIDS,0.9284
289,924402434,CE,COMPUTERS,MLC-NOTEBOOKS,0.9556
290,584149463,HOME & INDUSTRY,HOME&DECOR,MLC-TABLE_AND_DESK_LAMPS,0.9282
291,637926695,CE,MOBILE,MLC-CELLPHONES,0.9546
292,569500779,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-KITCHEN_FAUCETS,0.9279999999999999
293,559352639,CE,ELECTRONICS,MLC-DRONES,0.9540000000000001
294,501365250,APP & SPORTS,APPAREL,MLC-T_SHIRTS,0.9278
295,612240721,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.9538
296,510417170,CPG,FOODS,MLC-GROUND_AND_WHOLE_BEANS_COFFEE,0.9276
297,622118801,CE,MOBILE,MLC-CELLPHONES,0.9536
298,621081905,APP & SPORTS,APPAREL,MLC-PANTS,0.9274
299,631654851,CE,MOBILE,MLC-CELLPHONES,0.9534
300,484826952,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-LIGHT_METERS,0.927
301,625116041,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.9526
302,451573081,HOME & INDUSTRY,HOME&DECOR,MLC-FRAME_POOLS,0.9259999999999999
303,900681998,CE,MOBILE,MLC-CELLPHONES,0.9524
304,545193248,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.9258
305,911313420,CE,ELECTRONICS,MLC-VIDEO_CAMERAS,0.9518
306,504927313,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.9254
307,550528458,CE,ELECTRONICS,MLC-WALKIE_TALKIES,0.9516
308,508013837,HOME & INDUSTRY,HOME&DECOR,MLC-STOOLS,0.9252
309,473566957,CE,ELECTRONICS,MLC-REFRIGERATORS,0.9508
310,553476700,APP & SPORTS,SPORTS,MLC-STATIONARY_BICYCLES,0.9246
311,901448428,CE,COMPUTERS,MLC-PRINTERS,0.9504
312,568457491,HOME & INDUSTRY,HOME&DECOR,MLC-SUNBATHING_CHAIRS,0.9244
313,611219848,CE,MOBILE,MLC-CELLPHONES,0.9502
314,920562625,BEAUTY & HEALTH,PERSONAL CARE,MLC-BODY_SKIN_CARE_PRODUCTS,0.9234
315,640439560,CE,MOBILE,MLC-TABLETS,0.95
316,561516628,APP & SPORTS,SPORTS,MLC-AEROBIC_CRUNCH_MACHINES,0.9232
